Date	News	result	scores
Tuesday, 13 June 2023 13:56:22	Silver Price Analysis: XAG/USD to reach $26 by year-end – ANZ	neutral	0.8781741261482239
Tuesday, 13 June 2023 12:45:55	Gold Price Forecast: XAU/USD rises to test $1,970 after US CPI	neutral	0.8262583613395691
Tuesday, 13 June 2023 10:35:20	Gold Price Forecast: XAU/USD to break previous high of $2,060 on a rebound from current levels – ANZ	neutral	0.6340755820274353
Tuesday, 13 June 2023 10:17:42	Gold Price Forecast: XAU/USD fits above $1960 as USD looks fragile, US CPI hogs limelight	negative	0.6951228380203247
Tuesday, 13 June 2023 06:25:03	Gold Futures: A deeper pullback appears unlikely	negative	0.6975821256637573
Tuesday, 13 June 2023 06:23:53	Gold Price Forecast: XAU/USD holds steady around $1,960 as traders await US CPI	neutral	0.820321798324585
Tuesday, 13 June 2023 01:49:08	Gold Price Forecast: XAU/USD breakout could be on the cards around key US events	neutral	0.9356822967529297
Wednesday, 14 June 2023 21:54:53	Gold Price Forecast: XAU/USD bears are making their moves, eye break of $1,930s	neutral	0.83053058385849
Wednesday, 14 June 2023 18:14:16	Gold Price Forecast: XAU/USD tumbles toward $1,940 on Fed hawkish skip	neutral	0.579491376876831
Wednesday, 14 June 2023 15:42:31	Gold Price Forecast: A hawkish Fed is a short-term headwind for XAU/USD – ANZ	neutral	0.8295356631278992
Wednesday, 14 June 2023 15:32:37	Gold Price Forecast: XAU/USD surges on falling US T-bond yields, FOMC’s decision in focus	neutral	0.6107374429702759
Wednesday, 14 June 2023 11:46:30	Gold Price Forecast: XAU/USD finds resistance above $1,950 amid a temporary pause in USD Index’s sell-off	negative	0.6117173433303833
Wednesday, 14 June 2023 07:16:37	Gold Price Forecast: XAU/USD defends 100-day SMA ahead of the crucial FOMC decision	neutral	0.7252628803253174
Wednesday, 14 June 2023 05:47:54	Gold Futures: Door open to extra losses	neutral	0.5757566094398499
Wednesday, 14 June 2023 04:24:51	Gold Price Forecast: XAU/USD recovery roadblock at $1,960, Fed eyed – Confluence Detector	neutral	0.7856953144073486
Wednesday, 14 June 2023 01:47:23	Gold Price Forecast: XAU/USD bulls and bears go head to head in the build up to the Fed	neutral	0.935545802116394
Thursday, 15 June 2023 17:01:41	Gold Price Forecast: XAU/USD rebounds from a three-month low, bolstered by soft USD, falling bond yields	negative	0.5689542889595032
Thursday, 15 June 2023 15:49:39	Gold Price Forecast: XAU/USD could well rally on any data showing inflation pressures are easing – TDS	neutral	0.6056864261627197
Thursday, 15 June 2023 12:30:08	Gold Price Forecast: XAU/USD remains under pressure after ECB, ahead of US data	negative	0.5431007146835327
Thursday, 15 June 2023 08:48:49	Gold Price Forecast: XAU/USD retreats from above $1,930 as Fed Powell confirms more rate hikes	neutral	0.5442382097244263
Thursday, 15 June 2023 06:06:43	Gold Price Forecast: XAU/USD bears test $1,930 key support on hawkish Fed bets – Confluence Detector	neutral	0.8956267237663269
Thursday, 15 June 2023 05:42:37	Gold Futures: A deeper pullback seems out of favour	negative	0.8414973616600037
Thursday, 15 June 2023 03:58:09	Gold Price Forecast: XAU/USD refreshes monthly low, seems vulnerable below 100-day SMA	negative	0.8748669028282166
Thursday, 15 June 2023 00:35:41	Gold Price Forecast: XAU/USD flirts with $1,940 support after Fed moves, US Retail Sales eyed	neutral	0.7184000015258789
Monday, 19 June 2023 03:49:01	Gold Price Forecast: XAU/USD slides toward $1,950 as China woes join hawkish Fed clues	neutral	0.5094638466835022
Monday, 19 June 2023 01:25:05	Gold Price Forecast: XAU/USD struggles for a firm direction, stuck in a range below $1,960	negative	0.9268548488616943
Monday, 19 June 2023 15:46:08	Gold Price Forecast: XAU/USD to do quite well in the months ahead – TDS	positive	0.6195148825645447
Monday, 19 June 2023 15:38:52	Gold Price Forecast: XAU/USD steady while US Dollar strengthens amidst closed US markets	neutral	0.5793073773384094
Monday, 19 June 2023 10:14:14	Gold Price Forecast: XAU/USD declines towards $1,950 as USD Index recovers ahead of Blinken-Xi meet	negative	0.618133544921875
Monday, 19 June 2023 06:11:19	Gold Price Forecast: XAU/USD ticks lower on modest US Dollar strength, downside seems limited	negative	0.7099702954292297
Monday, 19 June 2023 05:58:23	Gold Futures: Further range bound on the cards	neutral	0.9373925924301147
Monday, 19 June 2023 03:49:01	Gold Price Forecast: XAU/USD slides toward $1,950 as China woes join hawkish Fed clues	neutral	0.5094638466835022
Monday, 19 June 2023 01:25:05	Gold Price Forecast: XAU/USD struggles for a firm direction, stuck in a range below $1,960	negative	0.9268548488616943
Wednesday, 21 June 2023 06:35:42	Gold Price Forecast: XAU/USD bears concentrate on $1,925 break and Fed Chair Powell – Confluence Detector	neutral	0.9176448583602905
Wednesday, 21 June 2023 05:18:55	Gold Futures: Further weakness likely near term	negative	0.7100587487220764
Wednesday, 21 June 2023 04:22:03	Gold Price Forecast: XAU/USD seems vulnerable below 100-day SMA, Fed’s Powell in focus	negative	0.8015432953834534
Wednesday, 21 June 2023 00:52:14	Gold Price Forecast: XAU/USD bears finally in town as Fed Chair Powell’s testimony looms	neutral	0.8017367720603943
Thursday, 22 June 2023 08:31:47	Gold Price Forecast: XAU/USD seesaws around $1,930 due to hawkish Fed Powell vs. dovish Bostic	neutral	0.687761664390564
Thursday, 22 June 2023 05:27:55	Gold Futures: A sustained pullback seems out of favour	negative	0.8249988555908203
Thursday, 22 June 2023 04:58:15	Gold Price Forecast: XAU/USD prods $1,930 support ahead of multiple central bank news – Confluence Detector	neutral	0.8940755724906921
Thursday, 22 June 2023 02:32:06	Gold Price Forecast: XAU/USD consolidates in a range, remains vulnerable below 100-day SMA	negative	0.7798093557357788
Monday, 03 July 2023 11:22:36	Gold seen above $2000/oz in H2 2023 – UOB	neutral	0.8680980205535889
Monday, 03 July 2023 10:12:12	Gold Price Forecast: XAU/USD unlikely to enjoy big gains for a while yet – TDS	neutral	0.44158926606178284
Monday, 03 July 2023 09:20:53	Gold Price Forecast: XAU/USD corrects to near $1,910 as US Manufacturing PMI comes into spotlight	neutral	0.8383192420005798
Monday, 03 July 2023 06:10:43	Gold Futures: Further gains on the cards	neutral	0.7309749126434326
Monday, 03 July 2023 05:50:31	Gold Price Forecast: XAU/USD portrays bearish consolidation below $1,930 hurdle – Confluence Detector	negative	0.4973292648792267
Monday, 03 July 2023 02:45:32	Gold Price Forecast: XAU/USD dips back closer to $1,915 on modest US Dollar uptick	negative	0.5065135359764099
Tuesday, 04 July 2023 06:17:19	Gold Futures: Extra gains in store near term	neutral	0.7598756551742554
Tuesday, 04 July 2023 05:28:23	Gold Price Forecast: XAU/USD bulls eye $1,930 on economic slowdown, US-China jitters amid US holiday	negative	0.832162082195282
Tuesday, 04 July 2023 02:14:13	Gold Price Forecast: XAU/USD lacks firm intraday direction, holds steady around $1,920	negative	0.6179260015487671
Wednesday, 05 July 2023 14:55:59	Gold Price Forecast: XAU/USD reverses sharply from weekly highs, looks vulnerable under $1,920	negative	0.9203806519508362
Wednesday, 05 July 2023 14:51:21	Gold Price Forecast: XAU/USD’s reaction may be asymmetrically skewed to the upside on misses in US data – TDS	negative	0.5819940567016602
Wednesday, 05 July 2023 11:39:35	Gold Price Forecast: XAU/USD aims to recapture $1,930 as investors see single interest rate hike from Fed	neutral	0.694170355796814
Wednesday, 05 July 2023 08:20:27	Gold Price Forecast: XAU/USD flat-lines below $1,930 level, FOMC minutes awaited	neutral	0.8425562381744385
Wednesday, 05 July 2023 05:36:01	Gold Price Forecast: XAU/USD loses momentum above $1,915 as Fed Minutes loom – Confluence Detector	negative	0.8179567456245422
Wednesday, 05 July 2023 02:52:48	Gold Price Forecast: XAU/USD remains below $1,930 as traders await FOMC minutes	neutral	0.6647388339042664
Thursday, 06 July 2023 20:01:20	Gold Price Forecast: XAU/USD tumbles on US strong data, hawkish Fed tilt ahead of US NFP	negative	0.47370079159736633
Thursday, 06 July 2023 13:37:20	Gold Price Forecast: XAU/USD tumbles to near $1,900 as US labor market conditions tighten	negative	0.7486249804496765
Thursday, 06 July 2023 09:39:40	Gold Price Forecast: XAU/USD falls back below $1,920 as Fed remains hawkish on interest rate guidance	negative	0.6016675233840942
Thursday, 06 July 2023 06:23:02	Gold Futures: Door open to further losses	negative	0.5258306264877319
Thursday, 06 July 2023 06:09:28	Gold Price Forecast: XAU/USD run-up appears more compulsive as US data looms – Confluence Detector	negative	0.507977306842804
Thursday, 06 July 2023 03:03:47	Gold Price Forecast: XAU/USD inches back closer to $1,920, lacks bullish conviction	negative	0.5870118141174316
Monday, 10 July 2023 03:54:52	Gold Price Forecast: XAU/USD remains on the defensive amid reviving US Dollar demand	negative	0.5438628196716309
Monday, 10 July 2023 21:38:24	Gold Price Forecast: XAU/USD recovers from daily lows amid USD weakness	negative	0.6446821689605713
Monday, 10 July 2023 21:38:24	Gold Price Forecast: XAU/USD recovers from daily lows amid USD weakness	negative	0.6446821689605713
Monday, 10 July 2023 11:23:14	Gold Price Forecast: XAU/USD juggles above $1,920 as focus shifts to US Inflation	negative	0.4934627413749695
Monday, 10 July 2023 21:38:24	Gold Price Forecast: XAU/USD recovers from daily lows amid USD weakness	negative	0.6446821689605713
Monday, 10 July 2023 11:23:14	Gold Price Forecast: XAU/USD juggles above $1,920 as focus shifts to US Inflation	negative	0.4934627413749695
Monday, 10 July 2023 07:35:13	Gold Price Forecast: XAU/USD remains confined in a narrow range above $1,920 level	neutral	0.6727119088172913
Monday, 10 July 2023 21:38:24	Gold Price Forecast: XAU/USD recovers from daily lows amid USD weakness	negative	0.6446821689605713
Monday, 10 July 2023 11:23:14	Gold Price Forecast: XAU/USD juggles above $1,920 as focus shifts to US Inflation	negative	0.4934627413749695
Monday, 10 July 2023 07:35:13	Gold Price Forecast: XAU/USD remains confined in a narrow range above $1,920 level	neutral	0.6727119088172913
Monday, 10 July 2023 06:02:30	Gold Futures: Further upside on the cards	neutral	0.8911135792732239
Tuesday, 11 July 2023 08:27:46	Gold Price Forecast: XAU/USD resumes north-side journey as USD Index remains under pressure	neutral	0.5919968485832214
Tuesday, 11 July 2023 07:45:32	Gold Price Forecast: Sovereign investors still favour XAU/USD as an inflation hedge – ANZ	neutral	0.49837157130241394
Tuesday, 11 July 2023 06:36:46	Gold Price Forecast: XAU/USD crosses immediate hurdle to $1,950 – Confluence Detector	neutral	0.7042902112007141
Tuesday, 11 July 2023 05:51:17	Gold Futures: Further consolidation likely	neutral	0.8802143931388855
Tuesday, 11 July 2023 03:22:16	Gold Price Analysis: XAU/USD holds steady above $1,925 amid sustained US Dollar selling	neutral	0.5898296236991882
Tuesday, 11 July 2023 00:43:04	Gold Price Forecast: XAU/USD bulls attack $1,930 hurdle as United States inflation clues weigh on US Dollar	negative	0.5027268528938293
Wednesday, 12 July 2023 06:19:23	Gold Futures: Further gains seem not favoured	negative	0.6053932309150696
Wednesday, 12 July 2023 06:18:56	Gold Price Forecast: XAU/USD refreshes three-week high above $1,940 as US CPI sets to soften further	neutral	0.6955151557922363
Wednesday, 12 July 2023 02:58:00	Gold Price Forecast: XAU/USD touches multi-week high, around $1,940 ahead of US CPI	neutral	0.6448813080787659
Friday, 14 July 2023 14:58:19	Gold Price Forecast: No further upside potential on XAU/USD – Commerzbank	neutral	0.7201443910598755
Friday, 14 July 2023 14:40:21	The return of El Niño likely to cause issues for commodity markets – ANZ	negative	0.6737750172615051
Friday, 14 July 2023 13:37:18	Gold Price Forecast: XAU/USD remains subdued around $1,960 as investors expect consecutive skip from Fed	neutral	0.5716472864151001
Friday, 14 July 2023 13:03:54	Gold Price Forecast: XAU/USD rally is vulnerable to reversals – TDS	negative	0.7915668487548828
Friday, 14 July 2023 09:25:37	Gold Price Forecast: XAU/USD should be supported by a resumption of the US Dollar's downtrend – UBS	neutral	0.7476556301116943
Friday, 14 July 2023 07:40:09	Gold Price Forecast: XAU/USD set to move towards this year’s high once $1,970 resistance is broken – ANZ	negative	0.4763464629650116
Friday, 14 July 2023 06:01:06	Gold Futures: Scope for extra gains	neutral	0.8794503211975098
Friday, 14 July 2023 05:52:50	Gold Price Forecast: XAU/USD remains sideways around $1,960 – Confluence Detector	neutral	0.6921212673187256
Friday, 14 July 2023 03:40:09	Gold Price Forecast: XAU/USD sits near one-month peak, seems poised to appreciate further	positive	0.9201558232307434
Friday, 14 July 2023 00:02:18	Gold Price Forecast: XAU/USD bulls eye $1,985 as Fed policy pivot concerns weigh on US Dollar	negative	0.5527794361114502
Tuesday, 18 July 2023 22:25:04	Gold Price Forecast: XAU/USD buyers approach $2,000 on fimer sentiment, downbeat yields	negative	0.5230222344398499
Tuesday, 18 July 2023 18:26:32	Gold Price Forecast: XAU/USD jumps to its highest level since early June after US Retail Sales	neutral	0.638367772102356
Tuesday, 18 July 2023 14:40:10	Gold Price Forecast: XAU/USD to advance towards $2,100 by year-end – ANZ	neutral	0.888309121131897
Tuesday, 18 July 2023 12:54:25	Gold price meets gigantic offers despite US Retail Sales misses estimates	neutral	0.5083755850791931
Tuesday, 18 July 2023 12:03:57	Gold Price Forecast: A beat in Retail Sales could see XAU/USD give back a portion of recent gains – TDS	neutral	0.7970114946365356
Tuesday, 18 July 2023 09:56:50	Gold: Demand in China and India has more of a stabilising than amplifying effect on prices – Commerzbank	neutral	0.5277187824249268
Tuesday, 18 July 2023 07:59:46	Gold Futures: Extra gains appear likely	neutral	0.7924886345863342
Tuesday, 18 July 2023 05:28:50	Gold Price Forecast: XAU/USD upside appears more lucrative as US data looms – Confluence Detector	neutral	0.41419750452041626
Tuesday, 18 July 2023 02:40:49	Gold Price Forecast: XAU/USD struggles to capitalize on intraday gains, remains below $1,960	negative	0.8841387033462524
Tuesday, 18 July 2023 00:11:04	Gold Price Forecast: XAU/USD edges higher past $1,940 support confluence as United States Retail Sales loom	neutral	0.7241882085800171
Wednesday, 19 July 2023 19:38:12	Gold Price Analysis: XAU/USD could be on the retreat into the Fed next week	neutral	0.9561613202095032
Wednesday, 19 July 2023 13:31:42	Gold price continues consolidation as investors await fresh cues about BRICS' gold-backed currency	neutral	0.7848774194717407
Wednesday, 19 July 2023 06:00:15	Gold Futures: Further gains not favoured	neutral	0.5085850954055786
Wednesday, 19 July 2023 04:35:47	Gold Price Forecast: XAU/USD reverses from $1,985 hurdle despite downbeat yields – Confluence Detector	negative	0.48187538981437683
Wednesday, 19 July 2023 01:55:09	Gold Price Forecast: XAU/USD consolidates near multi-week high, just below $1,980 level	neutral	0.5855405330657959
Friday, 21 July 2023 14:59:14	Gold Price Forecast: XAU/USD seen on course to retest the $2,063/75 highs – Credit Suisse	neutral	0.9215034246444702
Friday, 21 July 2023 13:33:45	Gold price stretches downside amid strength in Greenback as Fed to resume policy toghtening	negative	0.5802898406982422
Friday, 21 July 2023 13:06:48	Gold Price Forecast: XAU/USD setbacks are certainly possible in the coming weeks – Commerzbank	negative	0.5340930819511414
Friday, 21 July 2023 05:57:21	Gold Futures: Extra decline on the table	negative	0.62933349609375
Friday, 21 July 2023 05:06:47	Gold Price Forecast: XAU/USD holds $1,970 amid three-week uptrend, central banks eyed – Confluence Detector	neutral	0.8098360300064087
Friday, 21 July 2023 02:17:05	Gold Price Forecast: XAU/USD edges higher on softer US Dollar, remains below $1,975	negative	0.47631433606147766
Sunday, 23 July 2023 22:34:39	Gold Price Forecast: XAU/USD grinds near $1,960, United States growth/inflation clues, Fed eyed	neutral	0.7677335143089294
Monday, 24 July 2023 22:44:55	Gold Price Forecast: XAU/USD eyes further downside as United States data fuels US Dollar	negative	0.8626407980918884
Monday, 24 July 2023 20:22:07	Gold Price Forecast: XAU/USD bears in the market, eyes on $1,945	neutral	0.8778890371322632
Monday, 24 July 2023 14:58:07	Gold Price Forecast: Confirmation of the Fed’s terminal federal fund rate will be a tailwind for XAU/USD – ANZ	neutral	0.8405593037605286
Monday, 24 July 2023 13:46:29	Gold price falls back as more interest rates from Fed in pipeline	negative	0.5281438231468201
Monday, 24 July 2023 09:00:53	Gold Price Forecast: XAU/USD to trade near key support levels – TDS	neutral	0.904362142086029
Monday, 24 July 2023 06:26:38	Gold Futures: A deeper pullback seems unlikely	negative	0.6723892688751221
Monday, 24 July 2023 05:05:37	Gold Price Forecast: XAU/USD loses momentum above the $1,960 area, Bear Cross eyed	negative	0.8599385023117065
Monday, 24 July 2023 01:33:32	Gold Price Forecast: XAU/USD consolidates around 100-day SMA as traders await Fed, ECB policy meetings	neutral	0.9398337006568909
Tuesday, 25 July 2023 21:59:53	Gold Price Forecast: XAU/USD sees green amid Fed decision anxiety	negative	0.7216840982437134
Tuesday, 25 July 2023 14:59:05	Gold Price Forecast: XAU/USD to gain on indications that Wednesday’s rate hike will be the last – Commerzbank	neutral	0.7800810933113098
Tuesday, 25 July 2023 13:42:30	Gold price turns topsy-turvy as central banks prepare for fresh interest rate cycle	negative	0.4925333261489868
Tuesday, 25 July 2023 07:01:31	Gold Price Forecast: XAU/USD recovery needs acceptance from $1,975 and central banks – Confluence Detector	neutral	0.8881253600120544
Tuesday, 25 July 2023 06:09:24	Gold Futures: Further decline on the cards	negative	0.8178762197494507
Tuesday, 25 July 2023 05:12:14	Gold Price Forecast: XAU/USD trades with modest gains around $1,960, US CB Consumer Confidence eyed	neutral	0.6406474113464355
Tuesday, 25 July 2023 01:38:47	Gold Price Forecast: XAU/USD rebounds from over one-week low, climbs back above $1,960	neutral	0.5413417816162109
Wednesday, 26 July 2023 22:19:53	Gold Price Forecast: XAU/USD lacks upside momentum after post-Fed rise, focus on US GDP, ECB	negative	0.5727472305297852
Wednesday, 26 July 2023 18:27:42	Gold Price Forecast: XAU/USD whipsawed but leans towards trendline support on Fed hike	neutral	0.539107620716095
Wednesday, 26 July 2023 13:25:29	Gold price come under pressure as investors expect hawkish guidance from Fed	negative	0.5896437168121338
Wednesday, 26 July 2023 06:23:55	Gold Futures: Further gains look not favoured	negative	0.47647470235824585
Wednesday, 26 July 2023 05:20:35	Gold Price Forecast: XAU/USD stays below $1,985 hurdle ahead of pivotal Fed decision – Confluence Detector	neutral	0.6542531251907349
Wednesday, 26 July 2023 02:55:03	Gold Price Forecast: XAU/USD holds steady above $1,960, looks to FOMC for fresh impetus	neutral	0.6655065417289734
Wednesday, 26 July 2023 00:20:59	Gold Price Forecast: XAU/USD keeps bounce off $1,950 support confluence with eyes on Fed	neutral	0.8162092566490173
Thursday, 27 July 2023 22:53:19	Gold Price Forecast: XAU/USD eyes first weekly loss in four near $1,950 as Fed inflation looms	negative	0.6232801079750061
Thursday, 27 July 2023 20:42:37	Gold Price Forecast: XAU/USD falls below the 100-SMA as US yields surge	negative	0.5141469836235046
Thursday, 27 July 2023 14:33:36	Gold price plunges amid economic resilience and tight labor market	negative	0.6243743300437927
Thursday, 27 July 2023 06:12:53	Gold Futures: Still scope for extra gains	neutral	0.799926221370697
Thursday, 27 July 2023 03:38:02	Gold Price Forecast: XAU/USD bulls cheer $1,965 breakout ahead of US GDP, ECB – Confluence Detector	neutral	0.7381953597068787
Thursday, 27 July 2023 01:35:32	Gold Price Forecast: XAU/USD climbs to $1,975 area, closer to weekly peak set on Wednesday	neutral	0.8214051127433777
Friday, 28 July 2023 14:58:53	Gold Price Forecast: “Soft landing” for US economy would weigh on XAU/USD – Commerzbank	neutral	0.6905717849731445
Friday, 28 July 2023 14:30:26	Gold price bounces back as US PCE softens and labor cost index ease further	neutral	0.4800669252872467
Friday, 28 July 2023 13:56:21	Gold Price Forecast: XAU/USD to eventually retest the $2,063/75 record highs – Credit Suisse	neutral	0.7886728644371033
Friday, 28 July 2023 12:58:33	Gold Price Forecast: Softer-than-expected ECI adds evidence of abating inflation, supporting XAU/USD – TDS	neutral	0.5662753582000732
Friday, 28 July 2023 10:00:41	Gold Price Forecast: WGC data unlikely to have any impact on XAU/USD – Commerzbank	negative	0.5528914332389832
Friday, 28 July 2023 06:15:45	Gold Futures: Probable rebound near term	neutral	0.8238433599472046
Friday, 28 July 2023 05:10:28	Gold Price Forecast: Fed inflation clues, $1,975 hurdle prod XAU/USD rebound – Confluence Detector	neutral	0.9278331398963928
Friday, 28 July 2023 02:41:43	Gold Price Forecast: XAU/USD sticks to modest gains around $1,950 area, lacks follow-through	negative	0.5885353684425354
